오퍼레이션 번호,오퍼레이션명(국문),항목명(영문),항목명(국문),항목크기,항목구분,샘플데이터,항목설명
2,입찰공고목록 정보에 대한 용역조회,pubPrcrmntMidclsfcNm,공공조달중분류명,100,0,기타,나라장터에서의 사업분류체계의 공공조달분류번호의 중분류에 해당되는 명
2,입찰공고목록 정보에 대한 용역조회,pubPrcrmntClsfcNo,공공조달분류번호,10,0,81108989,나라장터에서의 사업분류체계의 공공조달분류번호
2,입찰공고목록 정보에 대한 용역조회,pubPrcrmntClsfcNm,공공조달분류명,100,0,기타기술용역,나라장터에서의 사업분류체계의 공공조달분류번호명
3,입찰공고목록 정보에 대한 외자조회,resultCode,결과코드,2,1,0,결과코드
3,입찰공고목록 정보에 대한 외자조회,resultMsg,결과메세지,50,1,정상.,결과메세지
3,입찰공고목록 정보에 대한 외자조회,numOfRows,한 페이지 결과 수,4,1,10,한 페이지 결과 수
3,입찰공고목록 정보에 대한 외자조회,pageNo,페이지 번호,4,1,1,페이지 수
3,입찰공고목록 정보에 대한 외자조회,totalCount,데이터 총 개수,4,1,17,데이터 총개수
3,입찰공고목록 정보에 대한 외자조회,bidNtceNo,입찰공고번호,40,1,20160440192,"입찰공고 관리번호이며 조달청나라장터 공고건의 형식은 년도(4)+월(2)+순번(5)이며 자체전자조달시스템 보유기관은 각 기관별 형식 별도 사용
*차세대나라장터 번호체계 개편 : 테스트여부(1)+년도(2)+번호구분(2)+순번(8) 총 13자리 구성
(테스트여부 : T(모의)/R(실제), 번호구분 : BK(입찰공고번호)/TA(계약번호) 예시 : R24TA00000001 ☞ `24년 실제 계약번호이며 순번은 00000001)"
3,입찰공고목록 정보에 대한 외자조회,bidNtceOrd,입찰공고차수,3,1,1," 입찰공고차수는 해당 입찰공고에 대한 재공고 및 재입찰 등이 발생되었을 경우 증가되는 수"
3,입찰공고목록 정보에 대한 외자조회,reNtceYn,재공고여부,1,0,N,본 입찰공고의 재공고 여부(Y/N)
3,입찰공고목록 정보에 대한 외자조회,rgstTyNm,등록유형명,100,1,조달청 또는 나라장터 자체 공고건,"입찰공고가 ""조달청 또는 나라장터 자체 공고건"",""'나라장터 기타 공고건"""
3,입찰공고목록 정보에 대한 외자조회,ntceKindNm,공고종류명,100,1,취소," 공고의 공고상태명으로 일반, 변경, 취소, 재입찰, 연기, 긴급, 갱신, 긴급갱신 구분"
3,입찰공고목록 정보에 대한 외자조회,intrbidYn,국제입찰여부,1,0,Y,"국제입찰대상인지의 여부를 나타내며 국제입찰 대상은 내외국인 또는 외국인을 대상으로 하여 물품, 공사 및 용역을 조달하기 위하여 행하는 입찰을 말하며 수의계약을 포함한다. 국가계약법 제4조에 의해 추정가격이 고시금액(국제입찰 적용 대상 기준금액으로 기획재정부장관 및 행정자치부장관이 매 2년마다 고시한 금액을 말하며 WTO 또는 양자간(FTA) 정부조달협정에 따르면 국제입찰 대상 기준 금액이 SDR(Special Drawing Rights:특별인출권) 통화단위로 되어 있어 주무부 장관이 이를 2년마다 원화로 환산하여 고시) 이상일 경우 국제입찰대상이 됨(Y/N)"
3,입찰공고목록 정보에 대한 외자조회,bidNtceDt,입찰공고일시,19,1,2016-05-02 12:14:58," 입찰공고서를 공고한 일시 “YYYY-MM-DD HH:MM:SS”"
3,입찰공고목록 정보에 대한 외자조회,refNo,참조번호,105,0,160270-1,조달청 입찰공고의 경우 참조공고번호는 자체 전자조달시스템에서 관리하는 공고번호를 의미하며 자체전자조달시스템의 경우 참조공고번호는 나라장터(G2B) 입찰공고번호를 의미함
3,입찰공고목록 정보에 대한 외자조회,bidNtceNm,입찰공고명,100,1,Robotic Analyzer for BOD," 공사명 또는 사업명이라고도 하며 입찰공고 내용을 요약한 이름"
3,입찰공고목록 정보에 대한 외자조회,ntceInsttCd,공고기관코드,7,0,1230000,공고를 하는 기관의 코드로 행자부코드(행정자치부에서 부여한 기관코드)가 있는 경우 행자부코드가 행자부코드가 없는 경우 조달청에서 부여한 공고기관 코드가 표기됨
3,입찰공고목록 정보에 대한 외자조회,ntceInsttNm,공고기관명,200,0,조달청,수요기관의 의뢰를 받아 공고하는 기관의 명
3,입찰공고목록 정보에 대한 외자조회,dminsttCd,수요기관코드,7,0,1480355,실제 수요기관의 코드로 행자부코드(행정자치부에서 부여한 기관코드)가 있는 경우 행자부코드가 행자부코드가 없는 경우 조달청에서 부여한 수요기관 코드가 표기됨
3,입찰공고목록 정보에 대한 외자조회,dminsttNm,수요기관명,200,0,환경부 금강유역환경청,중앙조달인 경우 조달사업에 관한 법률 제2조(정의)에 따라 수요물자의 구매 공급 또는 시설공사 계약의 체결을 조달청장에게 요청할 수 있도록 조달청장이 인정하여 등록한 기관 또는 자체전자조달시스템을 이용하는 기관인 경우 계약을 의뢰한 기관의 명으로 공고기관과 수요기관이 동일할 수 있음
3,입찰공고목록 정보에 대한 외자조회,bidMethdNm,입찰방식명,200,1,전자입찰,"공고의 입찰방식명 직찰 전자입찰,전자입찰/직찰,전자/직찰/우편/상시,직찰/우편/상시,우편/상시,전자시담,복수견적(역경매),직찰/우편,전자시담(다자간)"
3,입찰공고목록 정보에 대한 외자조회,cntrctCnclsMthdNm,계약체결방법명,200,1,일반(총액)협상에의한계약,"계약체결의 방법을 구분하는 명 *일반경쟁계약은 계약 대상 물품의 규격 및 시방서와 계약조건 등을 널리 공고하여 일정한 자격을 가진 불특정 다수인의 입찰희망자를 모두 경쟁 입찰하는 계약방법 *제한경쟁계약은 일반·지명경쟁계약제도의 단점을 보완하기 위해 실적제한, 기술보유제한, 특정물품제한, 지역제한 등을 두는 계약방법 *지명경쟁계약은 계약상대자의 신용과 실적 등에 있어 적당하다고 인정하는 특정 다수의 경쟁 참가자를 지명하여 계약 상대방을 결정하는 계약방법 *수의계약은 계약상대자를 결정함에 있어 경쟁방법에 의하지 않고 특정인을 선정하여 계약하는 계약방법"
3,입찰공고목록 정보에 대한 외자조회,ntceInsttOfclNm,공고기관담당자명,35,0,오고운," 공고기관의 공고를 담당하는 담당자의 명"
3,입찰공고목록 정보에 대한 외자조회,ntceInsttOfclTelNo,공고기관담당자전화번호,25,0,070-4056-7268,공고기관의 공고를 담당하는 담당자의 전화번호
3,입찰공고목록 정보에 대한 외자조회,ntceInsttOfclEmailAdrs,공고기관담당자이메일주소,100,0,ohsinbe@korea.kr,공고기관의 공고를 담당하는 담당자의 이메일주소
3,입찰공고목록 정보에 대한 외자조회,exctvNm,집행관명,35,0,홍길동,공고의 집행관명
3,입찰공고목록 정보에 대한 외자조회,bidQlfctRgstDt,입찰참가자격등록마감일시,19,0,2016-05-12 15:00:00," 입찰참가등록이란 입찰사무를 효과적으로 집행하기 위하여 사전에 입찰참가자격등록을 해두었다가 필요 시 입찰에 참여하는 제도로 해당 공고에 대한 입찰참가자격의 등록이 완료되어야 하는 시점을 의미함 “YYYY-MM-DD HH:MM:SS”"
3,입찰공고목록 정보에 대한 외자조회,cmmnSpldmdAgrmntRcptdocMethd,공동수급협정서접수방식,30,0,공고서참조,"공동수급협정서의 접수방식을 받지 않을 것인지 전자문서로 받을 것인지 또는 수기로 받을 것인지에 따라 “없음”,“전자문서”,“수기”"
3,입찰공고목록 정보에 대한 외자조회,cmmnSpldmdAgrmntClseDt,공동수급협정마감일시,19,0,2015-05-12 17:00:00,공동계약이 허용된 공고에 대해 공동수급체를 구성하여 입찰에 참여하고자 할 경우 구성원이 일정 분담내용에 따라 나누어 공동으로 이행하는 약속을 한 공동수급협정서를 작성하여야 하며 이때 공동수급협정서의 등록(작성) 마감 시점을 의미함”YYYY-MM-DD HH:MM:SS”
3,입찰공고목록 정보에 대한 외자조회,cmmnSpldmdCorpRgnLmtYn,공동수급업체지역제한여부,1,0,N,공동수급협정시 구성원의 지역제한을 적용할지 여부. 지역제한인경우 협정 구성업체가 참가제한지역에 포함되어야 함.(Y/N)
3,입찰공고목록 정보에 대한 외자조회,bidBeginDt,입찰개시일시,19,0,2016-09-27 10:30:00,입찰서의 제출을 개시하는 일시 “YYYY-MM-DD HH:MM:SS”
3,입찰공고목록 정보에 대한 외자조회,bidClseDt,입찰마감일시,19,0,2016-05-12 14:00:00," 입찰서의 제출을 마감하는 일시 “YYYY-MM-DD HH:MM:SS”"
3,입찰공고목록 정보에 대한 외자조회,opengDt,개찰일시,19,0,2016-05-12 15:00:00," 집행관이 개찰을 수행할 수 있는 시작일시이며 개찰일시 이후에 개찰이 가능함 실제 개찰을 수행한 시간을 의미하지 않음 “YYYY-MM-DD HH:MM:SS”"
3,입찰공고목록 정보에 대한 외자조회,ntceSpecDocUrl1,공고규격서URL1,800,0,추후제공예정,공고의 공고규격서URL
3,입찰공고목록 정보에 대한 외자조회,ntceSpecDocUrl2,공고규격서URL2,800,0,추후제공예정,공고의 공고규격서URL
3,입찰공고목록 정보에 대한 외자조회,ntceSpecDocUrl3,공고규격서URL3,800,0,추후제공예정,공고의 공고규격서URL
3,입찰공고목록 정보에 대한 외자조회,ntceSpecDocUrl4,공고규격서URL4,800,0,추후제공예정,공고의 공고규격서URL
3,입찰공고목록 정보에 대한 외자조회,ntceSpecDocUrl5,공고규격서URL5,800,0,추후제공예정,공고의 공고규격서URL
3,입찰공고목록 정보에 대한 외자조회,ntceSpecDocUrl6,공고규격서URL6,800,0,추후제공예정,공고의 공고규격서URL
3,입찰공고목록 정보에 대한 외자조회,ntceSpecDocUrl7,공고규격서URL7,800,0,추후제공예정,공고의 공고규격서URL
3,입찰공고목록 정보에 대한 외자조회,ntceSpecDocUrl8,공고규격서URL8,800,0,추후제공예정,공고의 공고규격서URL
3,입찰공고목록 정보에 대한 외자조회,ntceSpecDocUrl9,공고규격서URL9,800,0,추후제공예정,공고의 공고규격서URL
3,입찰공고목록 정보에 대한 외자조회,ntceSpecDocUrl10,공고규격서URL10,800,0,추후제공예정,공고의 공고규격서URL
3,입찰공고목록 정보에 대한 외자조회,ntceSpecFileNm1,공고규격파일명1,256,0,20160440192-01_1461922335106_외자공고서_D02.htm,공고의 공고규격파일명
3,입찰공고목록 정보에 대한 외자조회,ntceSpecFileNm2,공고규격파일명2,256,0,2002090117000-2.xls,공고의 공고규격파일명
3,입찰공고목록 정보에 대한 외자조회,ntceSpecFileNm3,공고규격파일명3,256,0,2002090117000-2.xls,공고의 공고규격파일명
3,입찰공고목록 정보에 대한 외자조회,ntceSpecFileNm4,공고규격파일명4,256,0,2002090117000-2.xls,공고의 공고규격파일명
3,입찰공고목록 정보에 대한 외자조회,ntceSpecFileNm5,공고규격파일명5,256,0,2002090117000-2.xls,공고의 공고규격파일명
3,입찰공고목록 정보에 대한 외자조회,ntceSpecFileNm6,공고규격파일명6,256,0,2002090117000-2.xls,공고의 공고규격파일명
3,입찰공고목록 정보에 대한 외자조회,ntceSpecFileNm7,공고규격파일명7,256,0,2002090117000-2.xls,공고의 공고규격파일명
3,입찰공고목록 정보에 대한 외자조회,ntceSpecFileNm8,공고규격파일명8,256,0,2002090117000-2.xls,공고의 공고규격파일명
3,입찰공고목록 정보에 대한 외자조회,ntceSpecFileNm9,공고규격파일명9,256,0,2002090117000-2.xls,공고의 공고규격파일명
3,입찰공고목록 정보에 대한 외자조회,ntceSpecFileNm10,공고규격파일명10,256,0,2002090117000-2.xls,공고의 공고규격파일명
3,입찰공고목록 정보에 대한 외자조회,rbidPermsnYn,재입찰허용여부,1,0,N,입찰이 유찰되는 경우 재공고 없이 다시 입찰(Y/N)
3,입찰공고목록 정보에 대한 외자조회,prdctClsfcLmtYn,물품분류제한여부,1,0,N,"물품공고의 경우 물품분류번호로 제한할 경우 Y, 물품분류번호 제한없으면 N"
3,입찰공고목록 정보에 대한 외자조회,mnfctYn,제조여부,1,0,N,"물품분류로 투찰제한시 제조물품으로 제한할 지 여부. ""Y""일 경우 투찰시 업체의 경쟁입찰참가자격등록증에 공고서상 물품분류가 제조물품으로 등록되어 있어야 투찰가능(Y/N)"
3,입찰공고목록 정보에 대한 외자조회,prearngPrceDcsnMthdNm,예정가격결정방법명,20,0,복수예가,예정가격의 결정을 위해 복수예정가격방식으로 산정하는지 단일 예정가격으로 산정하는지를 구분하는 명
3,입찰공고목록 정보에 대한 외자조회,totPrdprcNum,총예가건수,20,0,15,공고의 총예가건수
3,입찰공고목록 정보에 대한 외자조회,drwtPrdprcNum,추첨예가건수,20,0,4,공고의 추첨예가건수
3,입찰공고목록 정보에 대한 외자조회,asignBdgtAmt,배정예산금액,25,0,50000000,"사업목적물을 달성하기 위하여 배정된 예산액 또는 설계금액(원화,원)"
3,입찰공고목록 정보에 대한 외자조회,presmptPrce,추정가격,25,0,75833,"물품/공사/용역 등의 조달 계약을 체결함에 있어 국제입찰 대상여부를 판단하는 기준 등으로 삼기 위하여 예정가격이 결정되기 전에 예산에 계상된 금액 등을 기준으로 하여 부가가치세 및 조달 수수료를 제외한 금액(원화,원)"
3,입찰공고목록 정보에 대한 외자조회,opengPlce,개찰장소,100,0,국가종합전자조달시스템(나라장터),집행관이 개찰을 하는 장소
3,입찰공고목록 정보에 대한 외자조회,bidNtceDtlUrl,입찰공고상세URL,512,0,추후제공예정,나라장터시스템의 입찰공고 상세화면 링크
3,입찰공고목록 정보에 대한 외자조회,bidNtceUrl,입찰공고URL,500,0,http://www.ebidplus.jeonnam.kr,해당 입찰공고를 인터넷상에서 확인할 수 있는 URL주소
3,입찰공고목록 정보에 대한 외자조회,bidPrtcptFeePaymntYn,입찰참가수수료납부여부,30,0,전자납부허용,"입찰참가 의사가 있는 자가 납부하여야하는 수수료의 유무 및 납부방법을 표기하는 것으로 ""전자납부, 수기 및 전자납부, 수기, 없음""으로 표기(Y/N)"
3,입찰공고목록 정보에 대한 외자조회,bidPrtcptFee,입찰참가수수료,21,0,10000,"입찰에 참가하기위해 납부하는 수수료(원화,원)"
3,입찰공고목록 정보에 대한 외자조회,bidGrntymnyPaymntYn,입찰보증금납부여부,30,0,전자납부허용,입찰보증금을 나라장터에서 전자로 납부가능하게 할지 여부(Y/N)
3,입찰공고목록 정보에 대한 외자조회,crdtrNm,채권자명,200,0,대한민국,"입찰보증금 항목의 ""보증채권자명""으로 전자입찰보증 접수시 사용"
3,입찰공고목록 정보에 대한 외자조회,prdctSno,물품순번,6,0,1,공고의 물품목록순번
3,입찰공고목록 정보에 대한 외자조회,dtilPrdctClsfcNo,세부품명번호,10,0,4111331901,물품분류번호(8자리) + 물품식별번호(앞2자리) [물품목록정보의 관리 및 이용에 관한 규정 제12조]
3,입찰공고목록 정보에 대한 외자조회,dtilPrdctClsfcNoNm,세부품명,200,0,기타수질분석기,세부품명번호 10자리에 대한 한글명
3,입찰공고목록 정보에 대한 외자조회,prdctSpecNm,물품규격명,200,0,"서울지하철,주회로전류감지기, GEC전동차용",공고의 물품규격명
3,입찰공고목록 정보에 대한 외자조회,prdctQty,물품수량,25,0,1,공고의 물품수량
3,입찰공고목록 정보에 대한 외자조회,prdctUnit,물품단위,30,0,1,공고의 물품단위
3,입찰공고목록 정보에 대한 외자조회,prdctUprc,물품단가,25,0,38090,공고의 물품단가
3,입찰공고목록 정보에 대한 외자조회,dlvrTmlmtDt,납품기한일시,19,0,2016-11-02 12:14:58,공고의 납품기한일시 “YYYY-MM-DD HH:MM:SS”
3,입찰공고목록 정보에 대한 외자조회,dlvrDaynum,납품일수,5,0,30,공고의 납품일수
3,입찰공고목록 정보에 대한 외자조회,dlvryCndtnNm,인도조건명,200,0,FCA,인도 받을 장소
3,입찰공고목록 정보에 대한 외자조회,purchsObjPrdctList,구매대상물품목록,4000,0..n,[1^4111331901^기타수질분석기],"공고의 구매대상물품목록으로 [입찰분류번호^세부품명번호(세부물품분류번호)^세부품명(세부물품분류명)],[입찰분류번호^세부품명번호(세부물품분류번호)^세부품명(세부물품분류명)] 제공"
3,입찰공고목록 정보에 대한 외자조회,untyNtceNo,통합공고번호,11,0,19991191,입찰공고를 구분하는 번호로 입찰공고번호이며 형식은 년도(4)+월(2)+순번(5)
3,입찰공고목록 정보에 대한 외자조회,cmmnSpldmdMethdCd,공동수급방식코드,15,0,공500004,"공동수급이라 함은 구성원을 2인 이상으로 하여 수급인이 해당계약을 공동으로 수행하기 위하여 잠정적으로 결성한 실체를 의미하며 공동수급체가도급을 받아 이행하는 방식을 구분하는 코드로 공500001 : 공동이행
공500002 : 분담이행
공500003 : 주계약자관리방식
공500004 : 단독계약
공500005 : 혼합방식
공500006 : 공동이행 또는 분담이행
공500007 : 혼합_단독
공500008 : 혼합_공동
공500012 : 해당없음으로 구분됨"
3,입찰공고목록 정보에 대한 외자조회,cmmnSpldmdMethdNm,공동수급방식명,100,0,공동수급불허,공동수급이라 함은 구성원을 2인 이상으로 하여 수급인이 해당계약을 공동으로 수행하기 위하여 잠정적으로 결성한 실체를 의미하며 공동수급체가도급을 받아 이행하는 방식을 구분하는 명임
3,입찰공고목록 정보에 대한 외자조회,stdNtceDocUrl,표준공고서URL,256,0,추후제공예정,공고의 표준공고문URL
3,입찰공고목록 정보에 대한 외자조회,brffcBidprcPermsnYn,지사투찰허용여부,1,0,N,지역제한 공고에 한해서 지사 투찰을 허용할지 여부. 투찰제어시 사용(Y/N)
3,입찰공고목록 정보에 대한 외자조회,dsgntCmptYn,지명경쟁여부,1,0,N," 공고의 지명경쟁여부(Y/N)"
3,입찰공고목록 정보에 대한 외자조회,rsrvtnPrceReMkngMthdNm,예비가격재작성방법명,50,0,재입찰시 기존 예비가격을 사용하여 예정가격이 산정됩니다.,공고의 예비가격재작성방법명
3,입찰공고목록 정보에 대한 외자조회,arsltApplDocRcptMthdNm,실적신청서접수방법명,50,0,전자문서,공고의 실적신청서접수방법명
3,입찰공고목록 정보에 대한 외자조회,arsltApplDocRcptDt,실적신청서접수일시,19,0,2016-05-02 12:14:58,실적심사신청서 접수마감일시 “YYYY-MM-DD HH:MM:SS”
3,입찰공고목록 정보에 대한 외자조회,orderPlanUntyNo,발주계획통합번호,35,0,2-1-2016-1480355-000001,업무구분코드(1)-업무유형코드(3)-발주년도(4)-기관코드(7)-발주계획순번(6) 로 구성됨
3,입찰공고목록 정보에 대한 외자조회,sucsfbidLwltRate,낙찰하한율,22,0,87.745,개찰시 사용하는 낙찰하한율(%)
3,입찰공고목록 정보에 대한 외자조회,rgstDt,등록일시,19,1,2016-05-02 12:14:58," 공고의 등록일시 “YYYY-MM-DD HH:MM:SS”"
3,입찰공고목록 정보에 대한 외자조회,bfSpecRgstNo,사전규격등록번호,10,0,338609,사전규격등록번호
3,입찰공고목록 정보에 대한 외자조회,sucsfbidMthdCd,낙찰방법코드,9,0,낙030021,낙찰방법명에 대한 코드 (한글 1자리 + 숫자 6자리)
3,입찰공고목록 정보에 대한 외자조회,sucsfbidMthdNm,낙찰방법명,200,0,최저가낙찰제,낙찰자를 결정하는 방법
3,입찰공고목록 정보에 대한 외자조회,chgDt,변경일시,19,0,2016-05-02 12:14,공고의 변경일시 “YYYY-MM-DD HH:MM:SS”
3,입찰공고목록 정보에 대한 외자조회,dminsttOfclEmailAdrs,수요기관담당자이메일주소,100,0,nskk22@kywa.or.kr,수요기관 담당자의 이메일주소
3,입찰공고목록 정보에 대한 외자조회,indstrytyLmtYn,업종제한여부,1,0,Y,"해당 공고 입찰 시 업종(면허)제한을 두는지의 여부 예시)Y"
3,입찰공고목록 정보에 대한 외자조회,chgNtceRsn,변경공고사유,4000,0,원화금액 수정,"공고종류명(공고의 공고상태명) 이 변경일 경우  변경공고사유 , 취소일 경우 취소공고사유
(연계공고건는 제외)"
3,입찰공고목록 정보에 대한 외자조회,rbidOpengDt,재입찰개찰일시,19,0,2016-05-10 11:00:00,"공고종류명이 ‘재입찰’ 일 경우 재입찰공고의 개찰을 수행할 수 있는 시작일시 “YYYY-MM-DD HH:MM:SS”"
4,입찰공고목록 정보에 대한 물품조회,resultCode,결과코드,2,1,0,결과코드
4,입찰공고목록 정보에 대한 물품조회,resultMsg,결과메세지,50,1,정상.,결과메세지
4,입찰공고목록 정보에 대한 물품조회,numOfRows,한 페이지 결과 수,4,1,10,한 페이지 결과 수
4,입찰공고목록 정보에 대한 물품조회,pageNo,페이지 번호,4,1,1,페이지 수
4,입찰공고목록 정보에 대한 물품조회,totalCount,데이터 총 개수,4,1,17,데이터 총개수
4,입찰공고목록 정보에 대한 물품조회,bidNtceNo,입찰공고번호,40,1,20160344731,"입찰공고 관리번호이며 조달청나라장터 공고건의 형식은 년도(4)+월(2)+순번(5)이며 자체전자조달시스템 보유기관은 각 기관별 형식 별도 사용
*차세대나라장터 번호체계 개편 : 테스트여부(1)+년도(2)+번호구분(2)+순번(8) 총 13자리 구성
(테스트여부 : T(모의)/R(실제), 번호구분 : BK(입찰공고번호)/TA(계약번호) 예시 : R24TA00000001 ☞ `24년 실제 계약번호이며 순번은 00000001)"
4,입찰공고목록 정보에 대한 물품조회,bidNtceOrd,입찰공고차수,3,1,1," 입찰공고차수는 해당 입찰공고에 대한 재공고 및 재입찰 등이 발생되었을 경우 증가되는 수"
4,입찰공고목록 정보에 대한 물품조회,reNtceYn,재공고여부,1,0,N,본 입찰공고의 재공고 여부(Y/N)
4,입찰공고목록 정보에 대한 물품조회,rgstTyNm,등록유형명,100,1,조달청 또는 나라장터 자체 공고건,"입찰공고가 ""조달청 또는 나라장터 자체 공고건"",""'나라장터 기타 공고건"""
4,입찰공고목록 정보에 대한 물품조회,ntceKindNm,공고종류명,100,0,변경," 공고의 공고상태명으로 일반, 변경, 취소, 재입찰, 연기, 긴급, 갱신, 긴급갱신 구분"
4,입찰공고목록 정보에 대한 물품조회,intrbidYn,국제입찰여부,1,0,N,"국제입찰대상인지의 여부를 나타내며 국제입찰 대상은 내외국인 또는 외국인을 대상으로 하여 물품, 공사 및 용역을 조달하기 위하여 행하는 입찰을 말하며 수의계약을 포함한다. 국가계약법 제4조에 의해 추정가격이 고시금액(국제입찰 적용 대상 기준금액으로 기획재정부장관 및 행정자치부장관이 매 2년마다 고시한 금액을 말하며 WTO 또는 양자간(FTA) 정부조달협정에 따르면 국제입찰 대상 기준 금액이 SDR(Special Drawing Rights:특별인출권) 통화단위로 되어 있어 주무부 장관이 이를 2년마다 원화로 환산하여 고시) 이상일 경우 국제입찰대상이 됨(Y/N)"
4,입찰공고목록 정보에 대한 물품조회,bidNtceDt,입찰공고일시,19,0,2016-05-09 17:53:00," 입찰공고서를 공고한 일시 “YYYY-MM-DD HH:MM:SS”"
4,입찰공고목록 정보에 대한 물품조회,refNo,참조번호,105,0,165007000,조달청 입찰공고의 경우 참조공고번호는 자체 전자조달시스템에서 관리하는 공고번호를 의미하며 자체전자조달시스템의 경우 참조공고번호는 나라장터(G2B) 입찰공고번호를 의미함
4,입찰공고목록 정보에 대한 물품조회,bidNtceNm,입찰공고명,100,1,포충기," 공사명 또는 사업명이라고도 하며 입찰공고 내용을 요약한 이름"
4,입찰공고목록 정보에 대한 물품조회,ntceInsttCd,공고기관코드,7,0,1230000,공고를 하는 기관의 코드로 행자부코드(행정자치부에서 부여한 기관코드)가 있는 경우 행자부코드가 행자부코드가 없는 경우 조달청에서 부여한 공고기관 코드가 표기됨
4,입찰공고목록 정보에 대한 물품조회,ntceInsttNm,공고기관명,200,0,조달청,수요기관의 의뢰를 받아 공고하는 기관의 명
4,입찰공고목록 정보에 대한 물품조회,dminsttCd,수요기관코드,7,1,ZZ99999," 실제 수요기관의 코드로 행자부코드(행정자치부에서 부여한 기관코드)가 있는 경우 행자부코드가 행자부코드가 없는 경우 조달청에서 부여한 수요기관 코드가 표기됨 "
4,입찰공고목록 정보에 대한 물품조회,dminsttNm,수요기관명,200,1,각 수요기관,중앙조달인 경우 조달사업에 관한 법률 제2조(정의)에 따라 수요물자의 구매 공급 또는 시설공사 계약의 체결을 조달청장에게 요청할 수 있도록 조달청장이 인정하여 등록한 기관 또는 자체전자조달시스템을 이용하는 기관인 경우 계약을 의뢰한 기관의 명으로 공고기관과 수요기관이 동일할 수 있음
4,입찰공고목록 정보에 대한 물품조회,bidMethdNm,입찰방식명,200,0,직찰," 공고의 입찰방식명 직찰 전자입찰,전자입찰/직찰,전자/직찰/우편/상시,직찰/우편/상시,우편/상시,전자시담,복수견적(역경매),직찰/우편,전자시담(다자간)"
4,입찰공고목록 정보에 대한 물품조회,cntrctCnclsMthdNm,계약체결방법명,200,1,일반(3자단가)다수공급자물품계약," 계약체결의 방법을 구분하는 명 *일반경쟁계약은 계약 대상 물품의 규격 및 시방서와 계약조건 등을 널리 공고하여 일정한 자격을 가진 불특정 다수인의 입찰희망자를 모두 경쟁 입찰하는 계약방법 *제한경쟁계약은 일반·지명경쟁계약제도의 단점을 보완하기 위해 실적제한, 기술보유제한, 특정물품제한, 지역제한 등을 두는 계약방법 *지명경쟁계약은 계약상대자의 신용과 실적 등에 있어 적당하다고 인정하는 특정 다수의 경쟁 참가자를 지명하여 계약 상대방을 결정하는 계약방법 *수의계약은 계약상대자를 결정함에 있어 경쟁방법에 의하지 않고 특정인을 선정하여 계약하는 계약방법"
4,입찰공고목록 정보에 대한 물품조회,ntceInsttOfclNm,공고기관담당자명,35,0,공영호," 공고기관의 공고를 담당하는 담당자의 명"
4,입찰공고목록 정보에 대한 물품조회,ntceInsttOfclTelNo,공고기관담당자전화번호,25,0,070-4056-7929," 공고기관의 공고를 담당하는 담당자의 전화번호"
4,입찰공고목록 정보에 대한 물품조회,ntceInsttOfclEmailAdrs,공고기관담당자이메일주소,100,0,iyeshno@korea.kr,공고기관의 공고를 담당하는 담당자의 이메일주소
4,입찰공고목록 정보에 대한 물품조회,exctvNm,집행관명,35,0,유완형,공고의 집행관명
4,입찰공고목록 정보에 대한 물품조회,bidQlfctRgstDt,입찰참가자격등록마감일시,19,0,2016-05-09 17:53:00," 입찰참가등록이란 입찰사무를 효과적으로 집행하기 위하여 사전에 입찰참가자격등록을 해두었다가 필요 시 입찰에 참여하는 제도로 해당 공고에 대한 입찰참가자격의 등록이 완료되어야 하는 시점을 의미함 “YYYY-MM-DD HH:MM:SS”"
4,입찰공고목록 정보에 대한 물품조회,cmmnSpldmdAgrmntRcptdocMethd,공동수급협정서접수방식,30,0,수기,"공동수급협정서의 접수방식을 받지 않을 것인지 전자문서로 받을 것인지 또는 수기로 받을 것인지에 따라 “없음”,“전자문서”,“수기”"
4,입찰공고목록 정보에 대한 물품조회,cmmnSpldmdAgrmntClseDt,공동수급협정마감일시,19,0,2016-05-09 17:53:00,공동계약이 허용된 공고에 대해 공동수급체를 구성하여 입찰에 참여하고자 할 경우 구성원이 일정 분담내용에 따라 나누어 공동으로 이행하는 약속을 한 공동수급협정서를 작성하여야 하며 이때 공동수급협정서의 등록(작성) 마감 시점을 의미함”YYYY-MM-DD HH:MM:SS”
4,입찰공고목록 정보에 대한 물품조회,cmmnSpldmdCorpRgnLmtYn,공동수급업체지역제한여부,1,0,N,공동수급협정시 구성원의 지역제한을 적용할지 여부. 지역제한인경우 협정 구성업체가 참가제한지역에 포함되어야 함.(Y/N)
4,입찰공고목록 정보에 대한 물품조회,bidBeginDt,입찰개시일시,19,0,2015-04-30 10:00:00,입찰서의 제출을 개시하는 일시 “YYYY-MM-DD HH:MM:SS”
4,입찰공고목록 정보에 대한 물품조회,bidClseDt,입찰마감일시,19,0,2015-05-08 12:00:00," 입찰서의 제출을 마감하는 일시 “YYYY-MM-DD HH:MM:SS”"
4,입찰공고목록 정보에 대한 물품조회,opengDt,개찰일시,19,0,2015-05-08 13:00:00," 집행관이 개찰을 수행할 수 있는 시작일시이며 개찰일시 이후에 개찰이 가능함 실제 개찰을 수행한 시간을 의미하지 않음 “YYYY-MM-DD HH:MM:SS”"
4,입찰공고목록 정보에 대한 물품조회,ntceSpecDocUrl1,공고규격서URL1,800,0,추후제공예정,공고의 공고규격서URL
