오퍼레이션 번호,오퍼레이션명(국문),항목명(영문),항목명(국문),항목크기,항목구분,샘플데이터,항목설명
3,데이터셋 개방표준에 따른 계약정보,opengTm,개찰시각,5,0,11:00,조달업체가 제출한 입찰서를 개찰하는 시각
3,데이터셋 개방표준에 따른 계약정보,rsrvtnPrce,예정가격,21,0,26044000,입찰 또는 계약 체결 전에 낙찰자 및 계약금액의 결정기준으로 삼기 위하여 미리 작성/비치하여 두는 가액
3,데이터셋 개방표준에 따른 계약정보,prvtcntrctRsn,수의계약사유,1000,0,추정가격이 2천만원 초과 5천만원 이하인 계약으로서 「여성기업지원에 관한 법률」 제2조제1호에 따른 여성기업 또는 「장애인기업활동 촉진법」 제2조제2호에 따른 장애인기업과 체결하는 물품의 제조·구매계약 또는 용역계약,"계약상대자를 결정함에 있어 경쟁입찰방법에 의하지 않고 특정인을 계약상대방으로 선정하여 계약을 체결 시 그 사유내용임[국가계약법 시행령 제26조, 지방계약법 시행령 제25조]"
3,데이터셋 개방표준에 따른 계약정보,bidNtceUrl,입찰공고URL,500,0,https://www.g2b.go.kr:8081/ep/invitation/publish/bidInfoDtl.do?bidno=20160924340&bidseq=00&releaseYn=Y&taskClCd=3,해당 입찰공고를 인터넷상에서 확인할 수 있는 URL주소
3,데이터셋 개방표준에 따른 계약정보,cntrctInsttDivNm,계약기관구분명,200,1,국가기관,계약기관이 국가기관인지 지자체인지 등을 구분하는 명
3,데이터셋 개방표준에 따른 계약정보,cntrctInsttNm,계약기관명,200,1,조달청 대전지방조달청,계약의 주체가 되는 기관의 명
3,데이터셋 개방표준에 따른 계약정보,cntrctInsttCd,계약기관코드,7,0,1230277,계약의 주체가 되는 기관의 코드로 행정안전부에서 부여한 기관코드임
3,데이터셋 개방표준에 따른 계약정보,cntrctInsttChrgDeptNm,계약기관담당부서명,100,0,경영관리과,계약기관의 담당 부서명
3,데이터셋 개방표준에 따른 계약정보,cntrctInsttOfclNm,계약기관담당자명,100,0,홍길동,계약기관의 담당자 명
3,데이터셋 개방표준에 따른 계약정보,cntrctInsttOfclTel,계약기관담당자전화번호,13,0,070-000-0000,계약기관의 담당자 전화번호
3,데이터셋 개방표준에 따른 계약정보,cntrctInsttOfcl,계약기관담당자이메일주소,100,0,aa@b.co.kr,계약기관의 담당자 이메일주소
3,데이터셋 개방표준에 따른 계약정보,dmndInsttDivNm,수요기관구분명,200,1,기타기관,수요기관이 국가기관인지 지자체인지 등을 구분하는 명
3,데이터셋 개방표준에 따른 계약정보,dmndInsttNm,수요기관명,200,1,재단법인 대전테크노파크 ,중앙조달인 경우 조달사업에 관한 법률 제2조(정의)에 따라 수요물자의 구매 공급 또는 시설공사 계약의 체결을 조달청장에게 요청할 수 있도록 조달청장이 인정하여 등록한 기관 또는 기타 전자조달시스템을 이용하는 기관인 경우 계약을 의뢰한 기관의 명으로 공고기관과 수요기관이 동일할 수 있음
3,데이터셋 개방표준에 따른 계약정보,dmndInsttCd,수요기관코드,7,0,B552732,실제 수요기관의 코드로 행정안전부에서 부여한 기관코드임
3,데이터셋 개방표준에 따른 계약정보,dmndInsttOfclDeptNm,수요기관담당자부서명,100,0,행정지원실,수요기관의 계약을 담당하는 담당자의 명
3,데이터셋 개방표준에 따른 계약정보,dmndInsttOfclNm,수요기관담당자명,35,0,홍이동,수요기관의 계약을 담당하는 담당부서의 명
3,데이터셋 개방표준에 따른 계약정보,dmndInsttOfclTel,수요기관담당자전화번호,13,0,042-000-0000,수요기관의 계약을 담당하는 담당자의 전화번호
3,데이터셋 개방표준에 따른 계약정보,dmndInsttOfclEmailAdrs,수요기관담당자이메일주소,100,0,abcd@korea.kr,수요기관의 계약을 담당하는 담당자의 이메일주소
3,데이터셋 개방표준에 따른 계약정보,rprsntCorpNm,대표업체명,100,1,우성,계약의 상대 중 대표가 되는 업체의 명
3,데이터셋 개방표준에 따른 계약정보,dmstcCorpYn,국내업체여부,1,0,Y,계약 상대업체가 국내업체인지의 여부
3,데이터셋 개방표준에 따른 계약정보,rprsntCorpCeoNm,대표업체대표자명,35,0,홍삼동,대표업체의 대표자 성명
3,데이터셋 개방표준에 따른 계약정보,rprsntCorpOfclNm,대표업체담당자명,35,0,홍사동,대표업체의 담당자 명
3,데이터셋 개방표준에 따른 계약정보,rprsntCorpBizrno,대표업체사업자등록번호,12,0,123-45-67890,대표업체의 사업자등록번호
3,데이터셋 개방표준에 따른 계약정보,rprsntCorpAdrs,대표업체주소,200,0,대전광역시 둔산동,대표업체의 사업장 주소
3,데이터셋 개방표준에 따른 계약정보,rprsntCorpContactTel,대표업체연락전화번호,13,0,042-000-0000,대표업체의 연락 전화번호
3,데이터셋 개방표준에 따른 계약정보,dataBssDate,데이터기준일자,10,1,2016-09-30,데이터 작성 기준일자
