공고번호,입찰년도,공고제목,발주처(수요기관),지역제한,기초금액,예정가격,예가범위,A값,투찰률(%),참여업체수,공고구분표시,정답사정률(%),Unnamed: 0
20171218732-00,2017,2018년 박물관 전시영상장비 및 멀티미디어장비 유지보수 용역,서울특별시/서울특별시,서울,217057000.0,216169825.0,+3% ~ -3%,0.0,87.745,19.0,기,-0.40873,
20171203381-00,2017,경부선 신길역 및 과천선 과천역 고승강장 접이식 안전발판설치공사,한국철도공사,전국/서울/경기,1280000000.0,1252131200.0,0% ~ -4%,0.0,86.745,1153.0,기/의무/특허,-2.17725,
20171220112-00,2017,"서울평화초 외 2교(문정중,풍남중)장애인편의시설 설치 통신공사",서울특별시교육청,서울,21252000.0,21117250.0,+3% ~ -3%,0.0,87.745,817.0,,-0.63406,
20171224001-00,2017,2018년 성남문화재단 전산장비 통합유지관리 용역 (긴급공고),재단법인,서울/경기,64572000.0,64331200.0,+3% ~ -3%,0.0,87.745,34.0,,-0.37292,
20171223680-00,2017,서울신화초 체육관증축 통신공사,서울특별시교육청,서울,62701000.0,62394250.0,+3% ~ -3%,0.0,87.745,1047.0,기,-0.48923,
20171222670-00,2017,광명스피돔 및 동대문지점 CCTV설비 정보통신공사 (긴급공고),서울올림픽기념국민체육진흥공단,서울/경기,295180900.0,294851825.0,+2% ~ -2%,0.0,87.745,1719.0,,-0.11149,
20171222042-00,2017,산본지점 리모델링 정보통신공사 (긴급공고),서울올림픽기념국민체육진흥공단,서울/경기,156751980.0,157210550.0,+2% ~ -2%,0.0,87.745,2029.0,,0.29254,
2017-19666,2017,00지역 시설개선 통신공사,국방부근무지원단,서울,216940000.0,216424441.0,+3% ~ -3%,0.0,87.745,784.0,,-0.23766,
20171214147-00,2017,2018년 터널 및 지하차도 CCTV시스템 유지관리용역,서울특별시,서울,36190000.0,36640975.0,+3% ~ -3%,0.0,88,227.0,기,1.24613,
20171220775-00,2017,신촌 청년문화전진지 신축공사(통신),서울특별시,서울,67980000.0,68165275.0,+3% ~ -3%,0.0,87.745,1047.0,기,0.27254,
20171223563-00,2017,인헌중 급식실 및 학생식당 증축에 따른 통신공사,서울특별시교육청,서울,26754000.0,26696075.0,+3% ~ -3%,0.0,87.745,855.0,기,-0.21651,
20171216248-00,2017,방범CCTV신설 및 영상저장장치 증설 사업,서울특별시,서울,173681000.0,175803875.0,+3% ~ -3%,0.0,87.995,99.0,물품/기,1.22228,
20171215425-00,2017,민원안내 콜센터 정보통신시스템 유지보수 용역,경기도,서울/인천/경기,81959800.0,81443725.0,+3% ~ -3%,0.0,87.745,19.0,기,-0.62967,
20171214887-00,2017,7호선 반포역 시민안전체험관 구축 통신공사,서울교통공사,서울,20292400.0,20209050.0,+3% ~ -3%,0.0,87.745,782.0,기,-0.41075,
20171213981-00,2017,중랑구청 지진가속도계측기 구매설치,서울특별시,서울,128817000.0,128119500.0,+3% ~ -3%,0.0,84.245,52.0,물품/기,-0.54147,
20171210292-00,2017,서울 항동초등학교 신축 정보통신공사,서울주택도시공사,전국/서울,649046000.0,645688825.0,+3% ~ -3%,0.0,86.745,1067.0,기/의무,-0.51725,
20171221304-00,2017,수도여고 바닥개선 통신공사,서울특별시교육청,서울,32582000.0,32373950.0,+3% ~ -3%,0.0,87.745,857.0,,-0.63855,
20171218788-00,2017,2018년 공영주차장 주차관제 및 CCTV시스템 유지보수(연간단가),서울특별시,서울,32450000.0,32257950.0,+3% ~ -3%,0.0,88,27.0,기,-0.59184,
20171218664-00,2017,2018년 대기환경정보전광판 유지보수용역,서울특별시,서울/경기,35700000.0,35784925.0,+3% ~ -3%,0.0,88,17.0,,0.23788,
20171213843-00,2017,2018년 통합도서관리시스템 유지보수 용역,경기도,서울/경기,49159000.0,48891125.0,+3% ~ -3%,0.0,88,11.0,기,-0.54492,
20171213670-00,2017,상도1동복합건물 신축 정보통신공사,서울특별시,서울,49478000.0,48944800.0,+3% ~ -3%,0.0,87.745,972.0,,-1.07766,
20171214888-00,2017,2018년 광대역자가통신망 유지보수,경기도,서울/경기,26909000.0,26930425.0,+3% ~ -3%,0.0,88,17.0,기,0.07962,
2017-19168,2017,공릉동아파트 리모델링 통신공사,국군의무사령부,서울,3893611.0,3918573.0,+3% ~ -3%,0.0,87.745,163.0,,0.64110,
20171213659-00,2017,상도4동 주민공동이용시설 신축 정보통신공사,서울특별시,서울,40975000.0,40685950.0,+3% ~ -3%,0.0,87.745,965.0,,-0.70544,
20171213653-00,2017,소규모 어르신복지관 신축 정보통신 공사,서울특별시,서울,48400000.0,48477600.0,+3% ~ -3%,0.0,87.745,972.0,,0.16033,
20171212050-00,2017,송파서 문정지구대 신축 통신공사,경찰청,서울,33396000.0,33323500.0,+2% ~ -2%,0.0,87.745,858.0,,-0.21710,
20171210468-00,2017,반포역 시민안전체험관 구축 전산네트워크(LAN) 공사,서울교통공사,서울,3361050.0,3398775.0,+3% ~ -3%,0.0,87.745,235.0,기,1.12241,
20171209836-00,2017,서울풍성초 급식실 증축 통신공사,서울특별시교육청,서울,22143000.0,22141225.0,+3% ~ -3%,0.0,87.745,830.0,,-0.00802,
20171212544-00,2017,2018년도 발매통신장비 유지보수용역 (긴급공고),서울올림픽기념국민체육진흥공단,서울/경기,97862800.0,98033150.0,+2% ~ -2%,0.0,87.995,14.0,기,0.17407,
20171211885-00,2017,서울길동초 외 1교(송파초) 장애인편의시설 설치 통신공사,서울특별시교육청,서울,12176000.0,12168100.0,+3% ~ -3%,0.0,87.745,693.0,,-0.06489,
20171208444-00,2017,서대문50플러스센터 및 신지식산업센터 리모델링 공사(정보통신공사),서울특별시,서울,198188000.0,197465150.0,+3% ~ -3%,0.0,87.745,998.0,,-0.36473,
20171207391-00,2017,구로역외 1개역 승장장안전문 통신설비 신설타공사,한국철도공사,서울,566076000.0,555872525.0,+0% ~ -4%,0.0,86.745,910.0,기,-1.80250,
20171206880-00,2017,영상음향시스템 유지관리 용역,서울특별시,서울,210978000.0,208928925.0,+3% ~ -3%,0.0,87.745,89.0,기,-0.97123,
20171123659-00,2017,서울세관 및 별관 망분리 통신공사,서울지방조달청/관세청,서울,232688000.0,233702575.0,+2% ~ -2%,0.0,87.745,945.0,기/협정,0.43602,
20171119010-00,2017,통일문화센터 시설공사(통신),서울지방조달청/통일부,서울,483679000.0,486029750.0,+2% ~ -2%,0.0,86.745,904.0,기/협정,0.48601,
20171205605-00,2017,지하철경찰대 지하철역사내 홍보용 DID 함체 구입 및 설치,경찰청,서울/경기,73847410.0,73483775.0,+2% ~ -2%,0.0,-,15.0,물품/기,-0.49242,
20171206602-00,2017,2018년 한강공원주차장 주차관리시스템 유지보수 용역,서울특별시,서울,160149000.0,158916300.0,+3% ~ -3%,0.0,87.745,33.0,,-0.76973,
20171205983-00,2017,2018년 터널 및 지하차도 CCTV시스템 유지관리 용역(연간단가),서울특별시,서울,28855640.0,28769550.0,+3% ~ -3%,0.0,88,118.0,,-0.29835,
20171205948-00,2017,2018년 터널 라디오 재방송설비 유지보수 용역(연간단가),서울특별시,서울,16869600.0,16937650.0,+3% ~ -3%,0.0,90,145.0,,0.40338,
20171212340-00,2017,중앙선 상봉역 동적호차표시 신설공사,한국철도공사,서울,31200000.0,30929800.0,+0% ~ -4%,0.0,87.745,816.0,기,-0.86603,
20171212236-00,2017,경인선 오류~온수역간 철도횡단 하수암거 설치에 따른 지장 통신선로 복구공사,한국철도공사,서울,24630000.0,24237100.0,+0% ~ -4%,0.0,87.745,801.0,기,-1.59521,
20171206032-00,2017,상수 외 1역 승강편의시설 설치 통신공사(32공구),서울교통공사,서울/경기,135152040.0,134502350.0,+3% ~ -3%,0.0,87.745,2057.0,,-0.48072,
20171201516-00,2017,경정장 CCTV시스템 고도화 정보통신공사,서울올림픽기념국민체육진흥공단,서울/경기,438179500.0,436094900.0,+2% ~ -2%,0.0,86.745,1938.0,,-0.47575,
20171202060-00,2017,동대문구 창업지원센터 리모델링 통신공사,서울특별시,서울,47135000.0,46438525.0,+3% ~ -3%,0.0,87.745,1023.0,기,-1.47762,
20171208576-00,2017,신대방2동 마을활력소 신축 통신공사,서울특별시,서울,9757000.0,9762875.0,+3% ~ -3%,0.0,87.745,453.0,,0.06021,
20171207676-00,2017,남촌놀이터 CCTV 공사,서울특별시,서울,14663000.0,14524275.0,+3% ~ -3%,0.0,87.745,732.0,기,-0.94609,
20171202861-00,2017,"유무선 인터컴 교체, 구매 설치",재단법인,서울/경기,59838900.0,60474125.0,+3% ~ -3%,0.0,87.745,53.0,물품,1.06155,
20171206531-00,2017,2018년 정보화시스템 유지보수용역 (긴급공고),서울특별시/서울특별시,서울,99760000.0,99333575.0,+3% ~ -3%,0.0,87.745,33.0,기,-0.42746,
20171208277-00,2017,서울신월초등학교 다목적강당 증축 통신공사,서울특별시교육청,서울,46464000.0,46493100.0,+3% ~ -3%,0.0,87.745,988.0,기,0.06262,
20171204358-00,2017,망우3동 주택가 공동주차장 통신공사 (긴급공고),서울특별시,서울,81350000.0,81570075.0,+3% ~ -3%,0.0,87.745,971.0,기,0.27052,
20171202080-00,2017,구립 응암3어린이집 신축 통신공사,서울특별시,서울,23760000.0,23385125.0,+3% ~ -3%,0.0,87.745,868.0,,-1.57776,
20171200255-00,2017,GKL 강남 2호점 직장 어린이집 설치공사(통신),그랜드코리아레저(주),서울,42464723.0,42554250.0,+2% ~ -2%,0.0,87.745,961.0,기,0.21082,
20171207993-00,2017,창동역 고가하부 문화예술공방 조성 통신공사 (긴급공고),서울특별시,서울,87993000.0,87714775.0,+3% ~ -3%,0.0,87.745,995.0,,-0.31619,
20171206611-01,2017,서서울예술교육센터 미디어랩 조성 음향영상장비 설치 공사 (정정공고),재단법인서울문화재단,서울/경기,77318000.0,77270475.0,+3% ~ -3%,0.0,87.745,213.0,기/정,-0.06147,
20171129336-00,2017,기록관리시스템 유지보수 용역,경기도,서울/경기,52027000.0,52361450.0,+3% ~ -3%,0.0,88,30.0,,0.64283,
20171204259-00,2017,상도1동 개방형 경로당 신축 통신공사,서울특별시,서울,15789000.0,15827450.0,+3% ~ -3%,0.0,87.745,718.0,,0.24352,
20171200320-00,2017,서대문구 종합보육시설 신축 공사(통신),서울특별시,서울,92499000.0,93363925.0,+3% ~ -3%,0.0,87.745,991.0,기,0.93506,
20171204056-00,2017,무학여고 외1교(용곡초) 장애인편의시설 설치 통신공사,서울특별시교육청,서울,12861000.0,13039950.0,+3% ~ -3%,0.0,87.745,699.0,기,1.39141,
20171203643-00,2017,용역(수의)견적 제출안내(2018년 시흥시 도서관 자동화장비 및 네트워크 통합유지보수용역),경기도,서울/인천/경기,47925800.0,47855650.0,+3% ~ -3%,0.0,88,21.0,기,-0.14638,
20171203186-00,2017,여성 및 아동청소년 복합복지시설 리모델링 통신공사,서울특별시,서울,81400000.0,81118200.0,+3% ~ -3%,0.0,87.745,1037.0,기,-0.34620,
20171202014-01,2017,온곡중학교 체육관 증축공사 관급자재(구내방송장치) 구매,서울특별시교육청,서울,41945000.0,41464750.0,+3% ~ -3%,0.0,88,48.0,물품/기/정,-1.14496,
20171140787-00,2017,5~8호선 대합실 자시계 철거 통신공사,서울교통공사,서울/경기,149457600.0,151096075.0,+3% ~ -3%,0.0,87.745,2052.0,기,1.09628,
20171140393-00,2017,구로전철변전소 외 4개소 외곽영상감시설비 보수 타공사,한국철도공사,서울/경기,304220000.0,296932450.0,+0% ~ -4%,0.0,87.745,1928.0,기,-2.39549,
20171139454-00,2017,올림픽문화센터 리모델링 통신공사,서울올림픽기념국민체육진흥공단,서울,423546200.0,423134325.0,+2% ~ -2%,0.0,86.745,920.0,,-0.09725,
44319,2017,00부대 00연구소 AV설비 설치납품,제1363부대,서울,45794000.0,45584438.0,+3% ~ -3%,0.0,88,29.0,물품,-0.45762,
20171201708-00,2017,2018년 운행제한 단속시스템 유지보수 용역,서울특별시,서울,126681000.0,126517325.0,+3% ~ -3%,0.0,87.745,35.0,협정,-0.12921,
20171200167-00,2017,TV 중계방송시스템 유지관리 용역,서울특별시,서울,45843600.0,46178975.0,+3% ~ -3%,0.0,88,26.0,기,0.73156,
20171139284-00,2017,신내승무사업소 근무환경 개선 통신공사,서울교통공사,서울,28700360.0,28757975.0,+3% ~ -3%,0.0,87.745,828.0,기,0.20074,
20171139257-00,2017,신내승무사업소 근무환경개선 네트워크(LAN)공사,서울교통공사,서울,15759590.0,15964850.0,+3% ~ -3%,0.0,87.745,709.0,기,1.30244,
20171138685-00,2017,수인선 안산~인천간 외 2개소 선형망 재구축 및 통신설비 재배치공사,한국철도공사,서울/경기,307850000.0,301380575.0,+0% ~ -4%,0.0,87.745,1954.0,기,-2.10149,
20171138655-00,2017,무선터널중계장치 신설에 따른 통신설비 개량공사,한국철도공사,서울,135744000.0,132302925.0,0% ~ -4%,0.0,87.745,954.0,기,-2.53498,
20171138290-00,2017,서울남부출입국관리사무소 신축 통신공사,서울지방조달청/법무부,전국/서울,930394000.0,934508725.0,+2% ~ -2%,0.0,86.745,1047.0,기/의무,0.44225,
20171138036-00,2017,17년 팁스타운 BI 공간조성공사(통신),서울지방조달청/사단법인,서울,113046000.0,112951375.0,+2% ~ -2%,0.0,87.745,943.0,기/협정,-0.08371,
20171141326-00,2017,헌책 보물섬 조성사업 리모델링 공사(통신) (긴급공고),서울특별시,서울,295635000.0,293108850.0,+3% ~ -3%,0.0,87.745,1008.0,기,-0.85449,
20171136563-00,2017,2018년 한강교량 CCTV 영상감시출동시스템 유지관리 용역,서울특별시,서울,226019000.0,225361900.0,+3% ~ -3%,0.0,86.745,35.0,기,-0.29073,
20171200857-00,2017,금정역등 10개역 차장측 영상감시모니터 통신설비 신설타공사,한국철도공사,서울/인천/경기,38123000.0,37231725.0,+0% ~ -4%,0.0,87.745,2081.0,기,-2.33790,
20171200533-00,2017,영등포통신실 광다중화장치 재배치공사,한국철도공사,서울,84012000.0,82283275.0,+0% ~ -4%,0.0,87.745,985.0,기,-2.05772,
20171140489-00,2017,경부선 금천구청역 외 3역 영상감시설비 신설공사,한국철도공사,서울/인천,41428000.0,40385725.0,+0% ~ -4%,0.0,87.745,1161.0,기,-2.51588,
20171140054-00,2017,강남구 정신건강복지센터 자가정보통신망 신설 공사,서울특별시,서울,17941000.0,17684125.0,+3% ~ -3%,0.0,87.745,347.0,,-1.43178,
20171137551-00,2017,서울대학교 행정대학원 강의실 영상회의시스템 구축 및 환경개선 공사,서울대학교,서울,114054000.0,114808525.0,+2% ~ -2%,0.0,87.745,128.0,,0.66155,
20171133940-00,2017,2018년도 남북회담본부 정보통신장비 유지보수,통일부,서울,24545454.0,24753700.0,+2% ~ -2%,0.0,87.995,13.0,기,0.84840,
20171138288-00,2017,금천구 다목적 문화체육센터 건립 정보통신공사(긴급) (긴급공고),서울특별시,서울,467500000.0,469422650.0,+3% ~ -3%,0.0,86.745,968.0,,0.41126,
20171136538-00,2017,서울대학교 자연과학관1(18동) 4층 환경개선 통신공사 (긴급공고),서울대학교,서울,95727000.0,95161050.0,+2% ~ -2%,0.0,87.745,959.0,기,-0.59122,
20171136392-00,2017,장애인거주시설 라파엘의집 능보강공사(통신),서울특별시,서울/경기,41910000.0,41827100.0,+3% ~ -3%,0.0,87.745,2073.0,기,-0.19781,
20171135606-00,2017,한양도성 통합관제망 구축(3차) 정보통신공사,서울특별시,서울,87182700.0,87211725.0,+3% ~ -3%,0.0,87.745,992.0,기,0.03329,
20171139576-00,2017,2018년 용산구 홍보용 전광판 유지관리 용역,서울특별시,서울,23632000.0,23379000.0,+3% ~ -3%,0.0,88,77.0,,-1.07059,
20171138709-00,2017,총신대입구역 승강편의시설(2-13공구)정보통신공사,서울교통공사,서울,47479560.0,47611850.0,+3% ~ -3%,0.0,87.745,949.0,기,0.27862,
20171137171-00,2017,청량리건축팀 처소 신축에 따른 통신설비 신설공사,한국철도공사,서울,41818000.0,41160275.0,+0% ~ -4%,0.0,87.745,963.0,기,-1.57283,
20171134096-00,2017,C연구센터 신축 통신공사,국방과학연구소,서울,574300000.0,572585775.0,+2% ~ -2%,0.0,86.745,910.0,기,-0.29849,
20171132710-00,2017,2018년 서울시 서소문청사 통신시스템 유지관리 용역,서울특별시,서울,171338000.0,172092350.0,+3% ~ -3%,0.0,87.745,61.0,기/협정,0.44027,
2017-01-000167-00,2017,경의선 성산천교외 2개소 통신설비 개량 기타공사,국가철도공단,서울/경기,652386000.0,659138308.0,+2.5% ~ -2.5%,0.0,86.335,1149.0,협정,1.03501,
20171123453-00,2017,경원선 회기 등 12개역 영상감시설비 개량공사,한국철도공사,전국/서울/경기,1250000000.0,1220446875.0,0% ~ -4%,0.0,86.745,1734.0,기/의무,-2.36425,
20171138919-00,2017,민방위경보사이렌 이전 설치 공사(긴급),서울특별시,서울,9270000.0,9269125.0,+3% ~ -3%,0.0,87.745,366.0,,-0.00944,
20171133823-00,2017,난향동 국공립어린이집 신축공사(통신) (긴급공고),서울특별시,서울,36382000.0,36326300.0,+3% ~ -3%,0.0,87.745,974.0,,-0.15310,
20171123425-00,2017,중앙선 상봉 등 14개역 영상감시설비 개량공사,한국철도공사,전국/서울/경기,1155000000.0,1136375625.0,0% ~ -4%,0.0,86.745,1724.0,기/의무,-1.61250,
20171131744-00,2017,구청사 면진테이블 구매설치,서울특별시,서울,132528000.0,132894150.0,+3% ~ -3%,0.0,84.245,45.0,물품/기,0.27628,
20171135653-00,2017,"2018년 서울안전통합센터 충무시설 영상,음향시스템 유지관리용역",서울특별시,서울,32644560.0,32575400.0,+3% ~ -3%,0.0,88,75.0,기,-0.21186,
20171135744-00,2017,온곡초 급식실 및 식당증축 통신공사,서울특별시교육청,서울,28360000.0,28605950.0,+3% ~ -3%,0.0,87.745,892.0,기,0.86724,
20171135729-00,2017,상월초 체육관 증축 통신공사,서울특별시교육청,서울,63829000.0,63616650.0,+3% ~ -3%,0.0,87.745,1035.0,기,-0.33269,
20171134776-00,2017,중곡문화체육센터 고화질 영상처리(CCTV) 교체설치,서울특별시,서울,36432000.0,36580950.0,+3% ~ -3%,0.0,87.745,913.0,기,0.40884,
20171134763-00,2017,경부선 신도림역 회의실 신설에 따른 통신설비 신설 타공사,한국철도공사,서울,37290000.0,36538675.0,+0% ~ -4%,0.0,87.745,931.0,기,-2.01482,
20171132256-01,2017,한국환경산업기술원 연수동 리모델링 공사(보통신) (긴급공고) (공고),한국환경산업기술원,서울,411840000.0,411148175.0,+2% ~ -2%,0.0,86.745,736.0,정,-0.16799,
20171130901-00,2017,대강당 음향 · 영상장비 납품 및 설치,국민건강보험공단,서울/인천/경기,120000000.0,119316000.0,+2% ~ -2%,0.0,87.995,133.0,물품,-0.57000,
20171111315-00,2017,상봉2동 복합청사 신축공사 (통신),서울지방조달청/서울특별시,서울,307859000.0,307179450.0,+3% ~ -3%,0.0,87.745,960.0,기/협정,-0.22074,
20171129649-00,2017,2018년 행정정보통신망 설치공사(연간단가),서울특별시,서울,82800000.0,82203450.0,+3% ~ -3%,0.0,87.745,923.0,기,-0.72048,
20171117063-00,2017,위례신도시(3공구) 스마트시티 정보통신공사,서울주택도시공사,전국/서울,4683514000.0,4692319050.0,+3% ~ -3%,0.0,86.745,674.0,의무,0.18800,
20171130102-00,2017,구립 국회단지경로당 재건축 공사(통신) (긴급공고),서울특별시,서울,10780000.0,10621300.0,+3% ~ -3%,0.0,87.745,546.0,,-1.47218,
20171127997-00,2017,재난 및 통합방위 종합상황실 구축장비 구매 설치,서울특별시,서울,401324000.0,397457300.0,+3% ~ -3%,0.0,80.495,62.0,물품,-0.96349,
20171126913-00,2017,2018년 은평병원 정보통신 장비 및 회선 유지보수 용역,서울특별시/서울특별시,서울,95278000.0,94814250.0,+3% ~ -3%,0.0,87.745,51.0,기,-0.48674,
20171115014-00,2017,경춘선 가평 등 19개역 영상감시설비 개량공사,한국철도공사,전국/서울/경기/강원,1208000000.0,1187769050.0,0% ~ -4%,0.0,86.745,1931.0,기/의무,-1.67475,
20171131864-00,2017,선형의 숲 2단계 구간 통신공사 (긴급공고),서울특별시,서울,78927200.0,79345975.0,+3% ~ -3%,0.0,87.745,979.0,,0.53058,
20171130896-00,2017,어린이보호구역 과속경보표지판 설치공사 (긴급공고),서울특별시,서울,196577000.0,197803700.0,+3% ~ -3%,0.0,87.745,916.0,,0.62403,
20171130866-00,2017,2017년 서울과학수사연구소 감정연구시설 증축 통신공사,서울지방조달청/행정자치부,서울,25853000.0,25744400.0,+2% ~ -2%,0.0,87.745,70.0,기/협정/여성,-0.42007,
20171127469-00,2017,구로차량지 영상감시설비 신설 타공사,한국철도공사,서울,234020000.0,229097425.0,+0% ~ -4%,0.0,87.745,950.0,기,-2.10349,
20171121242-00,2017,국립민속박물관 내진보강 공사(통신),서울지방조달청/문화체육관광부,서울,71392000.0,71172525.0,+2% ~ -2%,0.0,87.745,1023.0,기/협정,-0.30743,
20171114886-00,2017,분당선 죽전역 등 27개역 영상감시설비 개량공사,한국철도공사,전국/서울/경기,1576000000.0,1543116800.0,0% ~ -4%,0.0,86.745,1687.0,기/의무,-2.08650,
42165,2017,18년 과학화경계시스템(CCTV) 외주정비 용역,제1596부대,서울/경기,126000000.0,123676177.0,0.0% ~ -3.0%,0.0,87.745,29.0,,-1.84431,
20171124948-00,2017,2017년 CCTV 시스템 교체 및 증설 공사,서울특별시,서울,139150000.0,140913800.0,+3% ~ -3%,0.0,87.745,999.0,,1.26755,
20171125355-00,2017,가족통합지원센터 신축 통신공사,서울특별시,서울,42702000.0,43123625.0,+3% ~ -3%,0.0,87.745,1012.0,,0.98736,
20171131375-00,2017,경강선 및 동해남부선 승차권자동발매 이설타공사,한국철도공사,서울/대전/인천/대구/경기/강원/충남/경북/경남,41767000.0,40600925.0,+0% ~ -4%,0.0,87.745,2518.0,기,-2.79186,
20171130336-00,2017,방학중 마을결합형 복합시설구축 통신공사,서울특별시교육청,서울,175151000.0,175756200.0,+3% ~ -3%,0.0,87.745,998.0,기,0.34553,
20171126071-00,2017,공항고등학교 이전신축 통신 공사,서울특별시교육청,전국/서울,756772000.0,758819125.0,+3% ~ -3%,0.0,86.745,1090.0,기/의무,0.27050,
20171125796-00,2017,"2018년 불법 주,정차 고정형 무인단속 CCTV 유지보수 용역",서울특별시,서울/경기,110143000.0,111569375.0,+3% ~ -3%,0.0,87.745,125.0,기,1.29502,
20171125243-00,2017,관급자재(신내초 다목적강당 및 급식실 방송장치),서울특별시교육청,서울,55684200.0,55249900.0,+3% ~ -3%,0.0,87.995,49.0,물품,-0.77994,
20171125001-00,2017,2018년 시도교육청 영상회의 시스템 유지관리,서울특별시교육청,서울,92004000.0,92667625.0,+3% ~ -3%,0.0,87.745,33.0,,0.72130,
20171123502-01,2017,분당차량기지 등 5개소 영상감시설비 개량공사 (정정공고),한국철도공사,전국/서울/경기,827400000.0,814194750.0,0% ~ -4%,0.0,86.745,2033.0,기/정/의무,-1.59600,
20171114095-00,2017,국립극장 식당이전 및 임시사무실 조성 정보통신공사,서울지방조달청/문화체육관광부,서울,292815000.0,293685450.0,+2% ~ -2%,0.0,87.745,954.0,기/협정,0.29726,
2017-10592,2017,경인선 이관구간 ITS시설물 설치 및 철거,한국도로공사,서울/인천/경기,149910000.0,150389713.0,+3% ~ -3%,0.0,87.745,1698.0,,0.32000,
20171121123-00,2017,오류중 체육관 및 급식시설 증축 통신공사 (긴급공고),서울특별시교육청,서울,90004000.0,89597875.0,+3% ~ -3%,0.0,87.745,954.0,,-0.45123,
20171125719-00,2017,ONE-STOP 네트워크 연계를 위한 재실현황 통합관리시스템 구축계획 (긴급공고),서울특별시,서울/경기,43100000.0,42780575.0,+3% ~ -3%,0.0,88,41.0,기,-0.74113,
20171114110-00,2017,마곡중앙공원 수처리시설 계장제어장치 구매설치,서울주택도시공사,서울,202554000.0,201529125.0,+3% ~ -3%,0.0,87.995,26.0,물품,-0.50598,
20171121221-00,2017,2017년 신길 등 5역 전산네트워크(LAN) 신설공사,서울교통공사,서울,18885900.0,18863475.0,+3% ~ -3%,0.0,87.745,696.0,기,-0.11874,
20171120835-00,2017,서울시 서소문청사 무선마이크 시스템 구매설치,서울특별시,서울,62865000.0,62966998.48,+3% ~ -3%,0.0,87.995,109.0,물품/기,0.16225,
20171125031-00,2017,잠실나루역 여직원 침실 조성 정보통신공사,서울교통공사,서울,3433800.0,3458525.0,+3% ~ -3%,0.0,87.745,290.0,,0.72004,
20171122189-00,2017,응봉동 공영주차장 증축 통신공사 (긴급공고),서울특별시,서울,114367000.0,113856975.0,+3% ~ -3%,0.0,87.745,1005.0,기,-0.44596,
20171118118-00,2017,시민생활사 박물관 리모델링(증축) 통신공사,서울특별시/서울특별시,서울,507584000.0,508512950.0,+3% ~ -3%,0.0,86.745,949.0,기,0.18301,
20171121800-00,2017,오디세이학교 시설 통신공사 수의계약 견적제출 안내공고,서울특별시교육청,서울,45000000.0,44181475.0,+3% ~ -3%,0.0,87.745,926.0,기,-1.81895,
41075,2017,VoIP 교환기 통화품질측정시스템 도입,제7821부대,서울/경기,44000000.0,43032372.0,0.0% ~ -3.0%,0.0,87.995,12.0,물품,-2.19916,
41074,2017,VoIP 교환기 MGW연동카드 도입,제7821부대,서울/경기,30800000.0,30272638.0,0.0% ~ -3.0%,0.0,87.995,13.0,물품/정,-1.71222,
20171123049-00,2017,지하도상가 무선통신설비 구매설치,서울시설공단,서울,28854000.0,29087550.0,+3% ~ -3%,0.0,88,40.0,물품/기,0.80941,
20171118529-00,2017,독산2동 복합청사 정보통신공사 관급자재 구매,서울특별시,서울,130662400.0,132176500.0,+3% ~ -3%,0.0,87.995,46.0,물품/기,1.15878,
20171121106-00,2017,신내초 다목적강당 및 급식실 통신공사,서울특별시교육청,서울,48246000.0,48302750.0,+3% ~ -3%,0.0,87.745,999.0,,0.11762,
20171120636-00,2017,관급자재 구매(동원중 다목적체육관 방송장치),서울특별시교육청,서울,52539300.0,52554050.0,+3% ~ -3%,0.0,88,49.0,물품,0.02807,
20171116541-00,2017,서울여자고등학교 방송 시설 개선 통신 공사,서울특별시교육청,서울,221430000.0,221807025.0,+3% ~ -3%,0.0,87.745,995.0,기,0.17026,
20171115263-00,2017,학동초 다목적강당 증축 통신공사 (긴급공고),서울특별시강남서초교육지원청,서울,66022000.0,65920200.0,+3% ~ -3%,0.0,87.745,1072.0,,-0.15420,
20171115227-00,2017,양재유치원 신축 통신공사 (긴급공고),서울특별시강남서초교육지원청,서울,138600000.0,138380050.0,+3% ~ -3%,0.0,87.745,1015.0,,-0.15870,
20171102696-00,2017,한국과학기술연구원 본관 리모델링공사(통신),서울지방조달청/한국과학기술연구원,전국/서울,1577268000.0,1568668000.0,+2% ~ -2%,0.0,86.745,855.0,기/의무,-0.54525,
2017-17079,2017,00부대 통신공사(17-2035),국군재정관리단,서울,405708180.0,402960480.0,0.0% ~ -3.0%,0.0,86.745,709.0,,-0.67727,
20171116590-00,2017,빔프로젝터 및 영상장비 구매,서울특별시,서울,79600000.0,80357025.0,+3% ~ -3%,0.0,87.995,34.0,물품,0.95103,
20171116507-00,2017,은평인터넷방송국(EBN) 스토리지 장비 교체,서울특별시,서울,150700000.0,150151475.0,+3% ~ -3%,0.0,84.245,17.0,물품/기,-0.36399,
20171115454-00,2017,CCTV 모니터링 VPN 구매설치,서울교통공사,서울,4801500.0,4795175.0,+3% ~ -3%,0.0,84.245,13.0,물품/기,-0.13173,
20171118142-00,2017,2018년 행정전화용 인터넷 전화시스템 유지보수 용역,경기도,서울/경기,45000000.0,45265850.0,+3% ~ -3%,0.0,88,23.0,,0.59077,
20171116485-00,2017,스마트 경고판 구매 설치,서울특별시,서울/경기,49320000.0,49783400.0,+3% ~ -3%,0.0,88,137.0,물품/기,0.93957,
